Sat Jan 20 19:25:55 CST 2024

Device Version Info = 1746_0_01
BQZ Device Name = bq27z746
BQZ Firmware Version = 0_01


Sample,DateTime,ElapsedTime,Voltage,Current,LogRowTime(ms),LogStatus
382,2024-01-20 19:32:21,386.077,3856,-3043,34,SUCCESS
383,2024-01-20 19:32:22,387.078,3856,-3047,33,SUCCESS
384,2024-01-20 19:32:23,388.091,3856,-3043,36,SUCCESS
385,2024-01-20 19:32:24,389.473,3856,-3043,27,SUCCESS
386,2024-01-20 19:32:25,390.120,3856,-3043,22,SUCCESS
387,2024-01-20 19:32:26,391.123,3856,-3043,35,SUCCESS
388,2024-01-20 19:32:27,392.138,3855,-3043,35,SUCCESS
389,2024-01-20 19:32:28,393.491,3855,-3040,26,SUCCESS
390,2024-01-20 19:32:29,394.151,3855,-3040,22,SUCCESS
391,2024-01-20 19:32:30,395.165,3855,-3043,24,SUCCESS
392,2024-01-20 19:32:31,396.178,3855,-3040,28,SUCCESS
393,2024-01-20 19:32:32,397.489,3855,-3040,28,SUCCESS
394,2024-01-20 19:32:33,398.205,3855,-3040,32,SUCCESS
395,2024-01-20 19:32:34,399.219,3855,-3040,34,SUCCESS
396,2024-01-20 19:32:35,400.223,3855,-3032,28,SUCCESS
397,2024-01-20 19:32:36,401.504,3855,-3032,30,SUCCESS
398,2024-01-20 19:32:37,402.250,3855,-3032,31,SUCCESS
399,2024-01-20 19:32:38,403.265,3855,-3036,26,SUCCESS
400,2024-01-20 19:32:39,404.278,3855,-3036,36,SUCCESS
401,2024-01-20 19:32:40,405.512,3855,-3029,22,SUCCESS
402,2024-01-20 19:32:41,406.306,3855,-3029,24,SUCCESS
403,2024-01-20 19:32:42,407.307,3854,-3040,23,SUCCESS
404,2024-01-20 19:32:43,408.319,3854,-3029,28,SUCCESS
405,2024-01-20 19:32:44,409.522,3854,-3032,26,SUCCESS
406,2024-01-20 19:32:45,410.332,3854,-3032,28,SUCCESS
407,2024-01-20 19:32:46,411.335,3854,-3032,26,SUCCESS
408,2024-01-20 19:32:47,412.350,3854,-3029,28,SUCCESS
409,2024-01-20 19:32:48,413.517,3854,-3025,31,SUCCESS
410,2024-01-20 19:32:49,414.377,3854,-3025,32,SUCCESS
411,2024-01-20 19:32:50,415.390,3854,-3032,34,SUCCESS
412,2024-01-20 19:32:51,416.403,3854,-3029,34,SUCCESS
413,2024-01-20 19:32:52,417.520,3854,-3021,29,SUCCESS
414,2024-01-20 19:32:53,418.431,3854,-3021,25,SUCCESS
415,2024-01-20 19:32:54,419.445,3854,-3029,24,SUCCESS
416,2024-01-20 19:32:55,420.458,3854,-3029,27,SUCCESS
417,2024-01-20 19:32:56,421.535,3854,-3021,28,SUCCESS
418,2024-01-20 19:32:57,422.462,3854,-3025,24,SUCCESS
419,2024-01-20 19:32:58,423.476,3853,-3021,25,SUCCESS
420,2024-01-20 19:32:59,424.491,3853,-3025,27,SUCCESS
421,2024-01-20 19:33:00,425.552,3853,-3021,28,SUCCESS
422,2024-01-20 19:33:01,426.517,3853,-3025,30,SUCCESS
423,2024-01-20 19:33:02,427.530,3853,-3018,35,SUCCESS
424,2024-01-20 19:33:03,428.543,3853,-3025,36,SUCCESS
425,2024-01-20 19:33:04,429.555,3853,-3018,25,SUCCESS
426,2024-01-20 19:33:05,430.565,3853,-3021,32,SUCCESS
427,2024-01-20 19:33:06,431.586,3853,-3018,26,SUCCESS
428,2024-01-20 19:33:07,432.587,3853,-3021,24,SUCCESS
429,2024-01-20 19:33:08,433.599,3853,-3014,27,SUCCESS
430,2024-01-20 19:33:09,434.601,3853,-3021,24,SUCCESS
431,2024-01-20 19:33:10,435.603,3853,-3014,23,SUCCESS
432,2024-01-20 19:33:11,436.603,3852,-3018,24,SUCCESS
433,2024-01-20 19:33:12,437.617,3852,-3014,24,SUCCESS
434,2024-01-20 19:33:13,438.631,3853,-3018,28,SUCCESS
435,2024-01-20 19:33:14,439.646,3853,-3010,27,SUCCESS
436,2024-01-20 19:33:15,440.661,3852,-3018,28,SUCCESS
437,2024-01-20 19:33:16,441.663,3852,-3007,27,SUCCESS
438,2024-01-20 19:33:17,442.678,3852,-3018,26,SUCCESS
439,2024-01-20 19:33:18,443.691,3852,-3007,30,SUCCESS
440,2024-01-20 19:33:19,444.706,3852,-3018,29,SUCCESS
441,2024-01-20 19:33:20,445.707,3852,-3010,28,SUCCESS
442,2024-01-20 19:33:21,446.721,3852,-3014,31,SUCCESS
443,2024-01-20 19:33:22,447.721,3852,-3007,30,SUCCESS
444,2024-01-20 19:33:23,448.734,3852,-3010,35,SUCCESS
445,2024-01-20 19:33:24,449.747,3852,-3010,35,SUCCESS
446,2024-01-20 19:33:25,450.748,3852,-3010,35,SUCCESS
447,2024-01-20 19:33:26,451.763,3852,-3007,35,SUCCESS
448,2024-01-20 19:33:27,452.763,3852,-3014,36,SUCCESS
449,2024-01-20 19:33:28,453.777,3852,-3003,22,SUCCESS
450,2024-01-20 19:33:29,454.792,3852,-3007,23,SUCCESS
451,2024-01-20 19:33:30,455.805,3852,-3003,26,SUCCESS
452,2024-01-20 19:33:31,456.806,3851,-3010,24,SUCCESS
453,2024-01-20 19:33:32,457.822,3851,-3003,24,SUCCESS
454,2024-01-20 19:33:33,458.836,3851,-3007,24,SUCCESS
455,2024-01-20 19:33:34,459.836,3851,-3003,24,SUCCESS
456,2024-01-20 19:33:36,460.851,3851,-3007,24,SUCCESS
457,2024-01-20 19:33:37,461.856,3851,-2999,22,SUCCESS
458,2024-01-20 19:33:38,462.856,3851,-3007,21,SUCCESS
459,2024-01-20 19:33:39,463.865,3851,-2999,26,SUCCESS
460,2024-01-20 19:33:40,464.866,3851,-3007,25,SUCCESS
461,2024-01-20 19:33:41,465.869,3851,-2999,22,SUCCESS
462,2024-01-20 19:33:42,466.869,3851,-3003,23,SUCCESS
463,2024-01-20 19:33:43,467.884,3851,-2999,24,SUCCESS
464,2024-01-20 19:33:44,468.895,3851,-3003,29,SUCCESS
465,2024-01-20 19:33:45,469.905,3851,-2996,36,SUCCESS
466,2024-01-20 19:33:46,470.905,3851,-2999,34,SUCCESS
467,2024-01-20 19:33:47,471.919,3851,-2996,35,SUCCESS
468,2024-01-20 19:33:48,472.935,3851,-3003,35,SUCCESS
469,2024-01-20 19:33:49,473.943,3850,-2996,26,SUCCESS
470,2024-01-20 19:33:50,474.957,3850,-2999,30,SUCCESS
471,2024-01-20 19:33:51,475.972,3850,-2999,29,SUCCESS
472,2024-01-20 19:33:52,476.972,3850,-2996,30,SUCCESS
473,2024-01-20 19:33:53,477.973,3850,-2996,30,SUCCESS
474,2024-01-20 19:33:54,478.984,3850,-2996,34,SUCCESS
475,2024-01-20 19:33:55,479.997,3850,-2996,35,SUCCESS
476,2024-01-20 19:33:56,481.000,3850,-2996,33,SUCCESS
477,2024-01-20 19:33:57,482.014,3850,-2992,37,SUCCESS
478,2024-01-20 19:33:58,483.014,3850,-2996,34,SUCCESS
479,2024-01-20 19:33:59,484.017,3850,-2988,34,SUCCESS
480,2024-01-20 19:34:00,485.032,3850,-2996,38,SUCCESS
481,2024-01-20 19:34:01,486.045,3850,-2988,34,SUCCESS
482,2024-01-20 19:34:02,487.060,3850,-2992,35,SUCCESS
483,2024-01-20 19:34:03,488.062,3850,-2988,33,SUCCESS
484,2024-01-20 19:34:04,489.063,3850,-2988,31,SUCCESS
485,2024-01-20 19:34:05,490.074,3850,-2988,23,SUCCESS
486,2024-01-20 19:34:06,491.088,3850,-2992,23,SUCCESS
487,2024-01-20 19:34:07,492.103,3850,-2984,25,SUCCESS
488,2024-01-20 19:34:08,493.106,3850,-2992,36,SUCCESS
489,2024-01-20 19:34:09,494.117,3849,-2984,24,SUCCESS
490,2024-01-20 19:34:10,495.132,3850,-2988,27,SUCCESS
491,2024-01-20 19:34:11,496.147,3850,-2984,26,SUCCESS
492,2024-01-20 19:34:12,497.162,3849,-2988,25,SUCCESS
493,2024-01-20 19:34:13,498.176,3849,-2984,29,SUCCESS
494,2024-01-20 19:34:14,499.191,3849,-2984,29,SUCCESS
495,2024-01-20 19:34:15,500.203,3849,-2981,35,SUCCESS
496,2024-01-20 19:34:16,501.218,3849,-2988,32,SUCCESS
497,2024-01-20 19:34:17,502.233,3849,-2981,35,SUCCESS
498,2024-01-20 19:34:18,503.248,3849,-2984,34,SUCCESS
499,2024-01-20 19:34:19,504.262,3849,-2981,21,SUCCESS
500,2024-01-20 19:34:20,505.275,3849,-2981,23,SUCCESS
501,2024-01-20 19:34:21,506.289,3849,-2981,26,SUCCESS
502,2024-01-20 19:34:22,507.290,3849,-2981,23,SUCCESS
503,2024-01-20 19:34:23,508.291,3849,-2981,23,SUCCESS
504,2024-01-20 19:34:24,509.304,3849,-2984,27,SUCCESS
505,2024-01-20 19:34:25,510.317,3849,-2977,28,SUCCESS
506,2024-01-20 19:34:26,511.327,3849,-2981,35,SUCCESS
507,2024-01-20 19:34:27,512.330,3848,-2977,24,SUCCESS
508,2024-01-20 19:34:28,513.344,3849,-2984,33,SUCCESS
509,2024-01-20 19:34:29,514.359,3848,-2977,34,SUCCESS
510,2024-01-20 19:34:30,515.359,3848,-2981,33,SUCCESS
511,2024-01-20 19:34:31,516.360,3848,-2973,33,SUCCESS
512,2024-01-20 19:34:32,517.756,3848,-2973,27,SUCCESS
513,2024-01-20 19:34:33,518.389,3848,-2973,35,SUCCESS
514,2024-01-20 19:34:34,519.403,3848,-2977,35,SUCCESS
515,2024-01-20 19:34:35,520.404,3848,-2973,35,SUCCESS
516,2024-01-20 19:34:36,521.755,3848,-2973,28,SUCCESS
517,2024-01-20 19:34:37,522.408,3848,-2973,30,SUCCESS
518,2024-01-20 19:34:38,523.408,3848,-2977,31,SUCCESS
519,2024-01-20 19:34:39,524.422,3848,-2973,32,SUCCESS
520,2024-01-20 19:34:40,525.755,3848,-2970,28,SUCCESS
521,2024-01-20 19:34:41,526.437,3848,-2970,34,SUCCESS
522,2024-01-20 19:34:42,527.449,3848,-2977,22,SUCCESS
523,2024-01-20 19:34:43,528.463,3848,-2970,23,SUCCESS
524,2024-01-20 19:34:44,529.754,3847,-2970,29,SUCCESS
525,2024-01-20 19:34:45,530.491,3847,-2970,26,SUCCESS
526,2024-01-20 19:34:46,531.505,3848,-2977,27,SUCCESS
527,2024-01-20 19:34:47,532.520,3847,-2970,27,SUCCESS
528,2024-01-20 19:34:48,533.771,3847,-2970,27,SUCCESS
529,2024-01-20 19:34:49,534.544,3847,-2970,36,SUCCESS
530,2024-01-20 19:34:50,535.555,3847,-2970,24,SUCCESS
531,2024-01-20 19:34:51,536.567,3847,-2966,27,SUCCESS
532,2024-01-20 19:34:52,537.772,3847,-2966,26,SUCCESS
533,2024-01-20 19:34:53,538.597,3847,-2966,29,SUCCESS
534,2024-01-20 19:34:54,539.611,3847,-2970,32,SUCCESS
535,2024-01-20 19:34:55,540.625,3847,-2966,33,SUCCESS
